,raster_val,geometry,areas,points,rws,blocks,vols,heit,lite,undersmpl,mean_diff,mean_diff_positive
578,16835.0,"POLYGON ((106.86211658454647 -6.305179721626115, 106.86314810980218 -6.313286243097872, 106.87316340015924 -6.313286243097872, 106.87213177822824 -6.305179721626115, 106.86211658454647 -6.305179721626115))",1000000.0,9.0,4,177,3337904.0,3.1538461538461537,135.0,0.0,-0.12789125728661416,0.07321716339220455
579,16373.0,"POLYGON ((106.87213177822824 -6.305179721626115, 106.87316340015924 -6.313286243097872, 106.8831786905163 -6.313286243097872, 106.88214697191002 -6.305179721626115, 106.87213177822824 -6.305179721626115))",1000000.0,11.0,3,120,3208157.0,2.982142857142857,127.0,0.0,-0.007846604226748006,0.08577627158588236
580,13284.0,"POLYGON ((106.88214697191002 -6.305179721626115, 106.8831786905163 -6.313286243097872, 106.89319398087336 -6.313286243097872, 106.8921621655918 -6.305179721626115, 106.88214697191002 -6.305179721626115))",1000000.0,19.0,2,144,2442676.0,3.0689655172413794,122.0,2.0,-0.0028400013301014162,0.08365307568646335
581,13365.0,"POLYGON ((106.8921621655918 -6.305179721626115, 106.89319398087336 -6.313286243097872, 106.90320927123041 -6.313286243097872, 106.90217735927358 -6.305179721626115, 106.8921621655918 -6.305179721626115))",1000000.0,6.0,1,72,2586070.0,2.7288135593220337,103.0,0.0,0.014006647134164862,0.08288690192291034
582,12355.0,"POLYGON ((106.90217735927358 -6.305179721626115, 106.90320927123041 -6.313286243097872, 106.91322456158747 -6.313286243097872, 106.91219255295535 -6.305179721626115, 106.90217735927358 -6.305179721626115))",1000000.0,7.0,2,69,2308875.0,2.6666666666666665,93.0,0.0,0.033371691284258695,0.05769617362211436
583,13680.0,"POLYGON ((106.91219255295535 -6.305179721626115, 106.91322456158747 -6.313286243097872, 106.92323985194452 -6.313286243097872, 106.92220774663713 -6.305179721626115, 106.91219255295535 -6.305179721626115))",1000000.0,8.0,3,72,2608510.0,2.5652173913043477,87.0,0.0,0.02600029058325195,0.06628588148252831
584,12249.0,"POLYGON ((106.80305636765983 -6.313286243097872, 106.80408866534906 -6.321392813162696, 106.81410405250823 -6.321392813162696, 106.8130716580169 -6.313286243097872, 106.80305636765983 -6.313286243097872))",1000000.0,10.0,1,39,2917152.0,2.6578947368421053,0.0,0.0,0.059190485310300585,0.08101652935753659
585,11305.0,"POLYGON ((106.8130716580169 -6.313286243097872, 106.81410405250823 -6.321392813162696, 106.82411943966738 -6.321392813162696, 106.82308694837396 -6.313286243097872, 106.8130716580169 -6.313286243097872))",1000000.0,8.0,1,50,2345862.0,2.9375,130.0,0.0,0.03044472928899784,0.07170827228423955
586,13302.0,"POLYGON ((106.82308694837396 -6.313286243097872, 106.82411943966738 -6.321392813162696, 106.83413482682656 -6.321392813162696, 106.83310223873102 -6.313286243097872, 106.82308694837396 -6.313286243097872))",1000000.0,5.0,2,56,2871384.0,2.872340425531915,132.0,0.0,-0.007926964231056145,0.05445824446617486
587,13936.0,"POLYGON ((106.83310223873102 -6.313286243097872, 106.83413482682656 -6.321392813162696, 106.84415021398571 -6.321392813162696, 106.84311752908806 -6.313286243097872, 106.83310223873102 -6.313286243097872))",1000000.0,10.0,2,83,3270773.0,3.5,142.0,1.0,-0.05756349672976293,0.07161119730009163
